adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
PARNAMIRIM  Natal - RN,R$ 420000,NotFound,4,1,1,270, Cozinha / Area de servico ,PARNAMIRIM,house
Rua Pouso Alto - Neopolis  Natal - RN,R$ 270000,NotFound,3,2,4,250, Proximo a shopping / Jardim / Interfone / Perto de vias de acesso / Sistema de alarme ,Neopolis,house
Potengi  Natal - RN,R$ 580000,NotFound,5,4,3,350, Espaco gourmet / Perto de vias de acesso / Ar-condicionado / Sistema de alarme / Proximo a shopping / Interfone / Churrasqueira / Jardim / Varanda / Piscina / Mobiliado / Quintal ,Potengi,house
Cidade Jardim  Natal - RN,R$ 450000,NotFound,3,1,4,NotFound, Cozinha / Jardim / Piscina ,Cidade Jardim,house
Rua General Diï¿½scoro Vale - Capim Macio  Natal - RN,R$ 590000,NotFound,4,4,2,299, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Mobiliado / Cabeamento estruturado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Area de servico / Cozinha / Interfone / Jardim / Espaco gourmet / Piscina / Piscina para adulto ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 590000,NotFound,4,NotFound,4,300,NotFound,Candelaria,house
Cidade Satelite  Natal - RN,R$ 340000,NotFound,4,NotFound,3,238, Cozinha / Jardim / Garagem ,Pitimbu,house
Ponta Negra  Natal - RN,R$ 600000,NotFound,4,1,1,380, Cozinha / Mobiliado / Piscina / Jardim / Espaco verde / Parque / Area de servico ,Ponta Negra,house
Rua Olinto Meira  1255 - Barro Vermelho  Natal - RN,R$ 980000,NotFound,7,2,5,410, Cozinha / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Barro Vermelho,house
Rua Antï¿½nio Mor  10 - Ponta Negra  Natal - RN,R$ 600000,NotFound,4,1,2,324,NotFound,Ponta Negra,house
Lagoa Seca  Natal - RN,R$ 450000,NotFound,3,1,5,227, Churrasqueira / Cozinha / Area de servico ,Lagoa Seca,house
San Vale  Natal - RN,R$ 1300000,NotFound,3,1,2,350, Churrasqueira / Cozinha / Interfone / Lavanderia / Mobiliado / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,San Vale,house
Rua Josï¿½ Freire de Souza  7 - Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,1,3,140, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Potengi  Natal - RN,R$ 400000,NotFound,4,1,3,200, Cozinha / Quintal / Area de servico ,Potengi,house
Candelï¿½ria  Natal - RN,R$ 1200000,NotFound,4,1,6,500, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Candelaria,house
Ponta Negra  Natal - RN,R$ 1700000,NotFound,4,6,6,385,NotFound,Ponta Negra,house
Pitimbu  Natal - RN,R$ 300000,NotFound,3,2,5,NotFound, Area de servico / Churrasqueira / Cozinha / Espaco verde / Parque / Jardim / Quintal ,Pitimbu,house
Ponta Negra  Natal - RN,R$ 420000,NotFound,4,NotFound,3,200, Area de servico / Cozinha / Lavanderia ,Ponta Negra,house
Candelï¿½ria  Natal - RN,R$ 800000,NotFound,4,6,6,600, Cozinha / Piscina / Area de servico ,Candelaria,house
Barro Vermelho  Natal - RN,R$ 450000,NotFound,NotFound,NotFound,NotFound,770,NotFound,Barro Vermelho,house
Rua Felipe Cortez - Lagoa Nova  Natal - RN,R$ 440000,NotFound,5,1,1,360, Cozinha / Area de servico ,Lagoa Nova,house
Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 60000,NotFound,2,1,1,50, Cozinha / Area de servico ,Nossa Senhora da Apresentacao,house
Rua Monsenhor Amï¿½ncio Ramalho - Lagoa Nova  Natal - RN,R$ 350000,NotFound,3,3,2,200, Quintal / Varanda / Depï¿½sito / Perto de vias de acesso / Proximo a shopping ,Lagoa Nova,house
Capim Macio  Natal - RN,R$ 630000,NotFound,3,4,4,431, Churrasqueira / Cozinha / Lavanderia / Piscina / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 370000,NotFound,3,1,3,300, Cozinha / Interfone / Lavanderia / Sistema de alarme / Area de servico ,Lagoa Nova,house
Pajucara  Natal - RN,R$ 80000,NotFound,2,1,1,98, Churrasqueira / Cozinha / Piscina / Sistema de alarme / Area de servico ,Pajucara,house
Petropolis  Natal - RN,R$ 400000,NotFound,2,1,1,370,NotFound,Petropolis,house
Candelï¿½ria  Natal - RN,R$ 1300000,NotFound,4,5,6,520, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Candelaria,house
Neopolis  Natal - RN,R$ 380000,NotFound,4,4,2,207, Cozinha / Jardim / Area de servico ,Neopolis,house
Rua Cristo Rei - Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 380000,NotFound,4,3,4,170, Garagem / Cozinha / Academia / Playground / Piscina / Espaco verde / Parque ,Nossa Senhora da Apresentacao,house
Dix-sept Rosado  Natal - RN,R$ 310000,NotFound,3,2,2,176, Cozinha / Area de servico ,sept Rosado,house
Ponta Negra  Natal - RN,R$ 450000,NotFound,3,2,4,160, Cozinha / Garagem / Quintal ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 500000,NotFound,5,3,1,300, Garagem / Cozinha ,Lagoa Nova,house
Alecrim  Natal - RN,R$ 520000,NotFound,3,NotFound,NotFound,702, Cozinha ,Alecrim,house
Capim Macio  Natal - RN,R$ 450000,NotFound,3,4,2,274,NotFound,Capim Macio,house
Rua Adauto Aurï¿½lio Fonseca - Neopolis  Natal - RN,R$ 470000,NotFound,4,2,2,450, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Jardim / Espaco gourmet / Churrasqueira / Espaco verde / Parque / Quintal / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Vigia / Circuito de Seguranca ,Neopolis,house
Lagoa Nova  Natal - RN,R$ 490000,NotFound,4,1,3,300, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Rua Praia de Camboinhas  9148 - Ponta Negra  Natal - RN,R$ 650000,NotFound,1,1,NotFound,445,NotFound,Ponta Negra,house
Capim Macio  Natal - RN,R$ 520000,NotFound,4,6,4,350, Cozinha / Lavanderia / TV a cabo / Escritï¿½rio ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 620000,NotFound,5,2,5,250, Churrasqueira / Cozinha / Lavanderia / Area de servico ,Lagoa Nova,house
Rua Josï¿½ Agnaldo  162 - Redinha  Natal - RN,R$ 330000,NotFound,4,NotFound,NotFound,270, Area de servico / Churrasqueira / Cozinha / Espaco verde / Parque / Interfone / Jardim / Quintal / Piscina / Sauna ,Redinha,house
Rua Vereador Manoel Coringa de Lemos  350 - Ponta Negra  Natal - RN,R$ 580000,NotFound,11,1,3,325, Churrasqueira ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 499000,NotFound,5,4,3,220, Churrasqueira / Cozinha / Varanda / TV a cabo / Escritï¿½rio / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 540000,NotFound,2,1,1,324, Area de servico ,Lagoa Nova,house
Rua Doutor Pedro Amorim  972 - Barro Vermelho  Natal - RN,R$ 620000,NotFound,5,1,NotFound,325, Cozinha / Lavanderia / Quintal / Area de servico ,Barro Vermelho,house
Rua Anderson de Abreu  1871 - Candelï¿½ria  Natal - RN,R$ 370000,NotFound,4,1,3,420,NotFound,Candelaria,house
Capim Macio  Natal - RN,R$ 500000,NotFound,4,3,4,230, Cozinha / Interfone ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 3000000,NotFound,6,1,7,600, Churrasqueira / Circuito de Seguranca / Cozinha / Interfone / Mobiliado / Piscina / Vista exterior / Vista para o mar / Jardim / Espaco verde / Parque / Area de servico ,Ponta Negra,house
Neopolis  Natal - RN,R$ 800000,NotFound,6,3,4,639, Churrasqueira / Cozinha / Lavanderia / Varanda / Sistema de alarme / Escritï¿½rio / Quintal / Area de servico ,Neopolis,house
Rua Sï¿½o Josï¿½  3205 - Lagoa Nova  Natal - RN,R$ 540000,NotFound,1,2,5,250, Cozinha / Interfone / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 280000,NotFound,3,1,1,108, Cozinha / Area de servico ,Lagoa Nova,house
Capim Macio  Natal - RN,R$ 480000,NotFound,4,4,5,170, Cozinha / Interfone / Lavanderia / Escritï¿½rio ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 500000,NotFound,3,1,4,227, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 750000,NotFound,4,2,6,398, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 829990,NotFound,4,1,4,575, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Pitimbu  Natal - RN,R$ 550000,NotFound,5,5,6,320, Cozinha / Jardim / Area de servico ,Pitimbu,house
Candelï¿½ria  Natal - RN,R$ 3200000,NotFound,5,1,5,780, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Candelaria,house
Cidade Satelite  Natal - RN,R$ 300000,NotFound,3,NotFound,4,200, Area de servico / Cozinha / Piscina / Quintal ,Pitimbu,house
Candelï¿½ria  Natal - RN,R$ 450000,NotFound,3,1,2,250, Cozinha / Quintal / Area de servico ,Candelaria,house
Rua ï¿½nico Monteiro  1944 - Capim Macio  Natal - RN,R$ 700000,NotFound,3,6,8,230, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Mobiliado / TV a cabo / Conexï¿½o ï¿½ internet / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Area de servico / Interfone / Circuito de Seguranca / Sistema de alarme / Churrasqueira / Jardim / Espaco gourmet / Piscina ,Capim Macio,house
Rua do Calcï¿½rio  11 - Lagoa Nova  Natal - RN,R$ 498000,NotFound,4,1,3,257, Churrasqueira / Circuito de Seguranca / Cozinha / Interfone / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Lagoa Nova,house
Rua Serra da Saudade  8106 - Cidade Satelite  Natal - RN,R$ 335000,NotFound,3,1,3,231, Churrasqueira / Cozinha / Interfone / Lavanderia / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Pitimbu,house
Avenida Praia dos Bï¿½zios  9064 - Ponta Negra  Natal - RN,R$ 495000,NotFound,5,4,2,350, Cozinha / Interfone / Area de servico ,Ponta Negra,house
Rua Rio Pindarï¿½  7751 - Pitimbu  Natal - RN,R$ 270000,NotFound,3,1,3,190, Cozinha / Area de servico ,Pitimbu,house
Lagoa Seca  Natal - RN,R$ 450000,NotFound,4,4,3,200, Cozinha / Area de servico ,Lagoa Seca,house
Avenida dos Caiapï¿½s  2004 - Pitimbu  Natal - RN,R$ 200000,NotFound,4,3,4,140,NotFound,Pitimbu,house
Pitimbu  Natal - RN,R$ 520000,NotFound,3,2,2,300, Area de servico / Jardim / Quintal / Piscina / Varanda / Cozinha ,Pitimbu,house
Rua do Falcï¿½o  7984 - Pitimbu  Natal - RN,R$ 275000,NotFound,5,6,5,290, Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Proximo a transporte pï¿½blico ,Pitimbu,house
Candelï¿½ria  Natal - RN,R$ 350000,NotFound,4,4,4,287, Cozinha / Lavanderia / Escritï¿½rio ,Candelaria,house
Pajucara  Natal - RN,R$ 700000,NotFound,1,NotFound,NotFound,NotFound,NotFound,Pajucara,house
Cidade Jardim  Natal - RN,R$ 750000,NotFound,3,1,6,250, Churrasqueira / Cozinha / Quintal / Area de servico ,Cidade Jardim,house
Ponta Negra  Natal - RN,R$ 260000,NotFound,3,1,1,140,NotFound,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 349000,NotFound,5,3,2,128,NotFound,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,1,4,230,NotFound,Lagoa Nova,house
Rua Praia de Guajiru  9192 - Ponta Negra  Natal - RN,R$ 320000,NotFound,3,1,3,90,NotFound,Ponta Negra,house
Rua ï¿½nico Monteiro  1944 - Capim Macio  Natal - RN,R$ 700000,NotFound,3,6,8,230, Cozinha / Mobiliado / Interfone / Jardim / Churrasqueira / Espaco gourmet / Piscina ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 295000,NotFound,3,1,3,145, Cozinha / Area de servico ,Candelaria,house
Candelï¿½ria  Natal - RN,R$ 1100000,NotFound,3,5,6,810, Cozinha / Lavanderia / Piscina / Escritï¿½rio / Area de servico ,Candelaria,house
Rua Rianï¿½polis - Pitimbu  Natal - RN,R$ 350000,NotFound,3,3,2,240, Jardim / Churrasqueira / Perto de vias de acesso / Quintal ,Pitimbu,house
Rua General Diï¿½scoro Vale - Capim Macio  Natal - RN,R$ 590000,NotFound,4,4,2,299, Garagem / Cozinha / Mobiliado / Espaco gourmet / Piscina / Sauna ,Capim Macio,house
Capim Macio  Natal - RN,R$ 750000,NotFound,3,2,3,260, Circuito de Seguranca / Cozinha / Area de servico ,Capim Macio,house
Rua Caetanï¿½polis - Neopolis  Natal - RN,R$ 280000,NotFound,2,2,1,250,NotFound,Neopolis,house
Candelï¿½ria  Natal - RN,R$ 650000,NotFound,7,4,2,300, Cozinha / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Candelaria,house
Rua Antï¿½nio Madruga  1928 - Capim Macio  Natal - RN,R$ 400000,NotFound,3,1,3,200, Churrasqueira / Cozinha / Interfone / Lavanderia / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 470000,NotFound,3,3,2,250, Cozinha / Piscina / Garagem / Varanda / Jardim ,Ponta Negra,house
Rua do Ouro - Lagoa Nova  Natal - RN,R$ 300000,NotFound,3,1,1,150, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Pitimbu  Natal - RN,R$ 245000,NotFound,2,1,2,166, Cozinha / TV a cabo / Quintal / Area de servico ,Pitimbu,house
Capim Macio  Natal - RN,R$ 629900,NotFound,3,4,4,278, Churrasqueira / Cozinha / Interfone / Jardim / Piscina / Varanda / Sistema de alarme / TV a cabo / Quintal / Area de servico ,Capim Macio,house
Rua Coronel Luciano Saldanha  2923 - Capim Macio  Natal - RN,R$ 500000,NotFound,5,6,3,290, Churrasqueira ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 550000,NotFound,4,5,NotFound,300, Churrasqueira / Piscina ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 940000,NotFound,3,3,8,407, Cozinha / Interfone / Lavanderia ,Lagoa Nova,house
Capim Macio  Natal - RN,R$ 1500000,NotFound,3,3,8,246, Proximo a shopping / Interfone / Sistema de alarme / Ar-condicionado / Depï¿½sito / Jardim / Varanda / Churrasqueira / Espaco gourmet / Perto de vias de acesso / Quintal / Piscina / Proximo a transporte pï¿½blico / Proximo a escola / Espaco verde / Parque / Area de servico / Cozinha / Cabeamento estruturado / Serviï¿½os pï¿½blicos essenciais / Salao de jogos / Garagem ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 780000,NotFound,3,1,4,380, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 800000,NotFound,4,3,5,800, Sistema de alarme / Interfone / Churrasqueira / Jardim / Espaco gourmet / Perto de vias de acesso / Ar-condicionado / Depï¿½sito / Proximo a shopping / Piscina / Mobiliado / Quintal ,Candelaria,house
Capim Macio  Natal - RN,R$ 550000,NotFound,4,4,2,224, Ar-condicionado / Churrasqueira / Cozinha / Interfone / Mobiliado / Piscina / Sistema de alarme / Area de servico ,Capim Macio,house
Rua Doutor Lauro Pinto  668 - Candelï¿½ria  Natal - RN,R$ 445000,NotFound,3,1,3,210, Churrasqueira / Cozinha / Interfone / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Candelaria,house
Neopolis  Natal - RN,R$ 320000,NotFound,3,3,2,128, Piscina ,Neopolis,house
Ponta Negra  Natal - RN,R$ 600000,NotFound,3,4,6,150, Cozinha / Interfone / Lavanderia / TV a cabo / Quintal / Area de servico ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 650000,NotFound,4,4,4,193, Ar-condicionado / Churrasqueira / Cozinha / Jardim / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 250000,NotFound,2,1,NotFound,245, Cozinha / Quintal / Area de servico ,Lagoa Nova,house
Pitimbu  Natal - RN,R$ 280000,NotFound,3,2,1,300, Cozinha / Churrasqueira / Piscina / Garagem ,Pitimbu,house
Capim Macio  Natal - RN,R$ 550000,NotFound,4,5,NotFound,296,NotFound,Capim Macio,house
Rua Piquiï¿½  7795 - Cidade Satelite  Natal - RN,R$ 265000,NotFound,3,1,2,230, Quintal / Area de servico ,Pitimbu,house
Rua Eletricista Elias Ferreira  1964 - Candelï¿½ria  Natal - RN,R$ 800000,NotFound,4,1,10,541, Churrasqueira / Cozinha / Interfone / Piscina / Quintal / Area de servico ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 780000,NotFound,3,1,3,272, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Lagoa Nova,house
Capim Macio  Natal - RN,R$ 370000,NotFound,3,3,3,191, Cozinha / Lavanderia / Sistema de alarme / TV a cabo / Area de servico ,Capim Macio,house
Potengi  Natal - RN,R$ 580000,NotFound,4,1,2,360, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Potengi,house
Rua Praia de Alagamar  2121 - Ponta Negra  Natal - RN,R$ 430000,NotFound,3,1,4,172,NotFound,Ponta Negra,house
Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 7000000,NotFound,3,NotFound,NotFound,300, Area de servico / Cozinha / Quintal / Lavanderia / Vista exterior / Vista para o mar ,Nossa Senhora da Apresentacao,house
Cidade Jardim  Natal - RN,R$ 600000,NotFound,4,1,6,300, Cozinha / Area de servico ,Cidade Jardim,house
Candelï¿½ria  Natal - RN,R$ 330000,NotFound,3,1,2,180, Cozinha / Area de servico ,Candelaria,house
Capim Macio  Natal - RN,R$ 400000,NotFound,3,1,4,205, Cozinha / Quintal / Jardim / Area de servico ,Capim Macio,house
Capim Macio  Natal - RN,R$ 450000,NotFound,2,2,4,179, Churrasqueira / Cozinha / Area de servico ,Capim Macio,house
Capim Macio  Natal - RN,R$ 530000,NotFound,6,5,3,266, Cozinha / Interfone / Jardim / Lavanderia / Piscina / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Rua Coronel Luciano Saldanha  1837 - Capim Macio  Natal - RN,R$ 950000,NotFound,3,1,3,370, Churrasqueira ,Capim Macio,house
Cidade Jardim  Natal - RN,R$ 1050000,NotFound,4,1,5,422, Churrasqueira / Cozinha / Piscina / Area de servico ,Cidade Jardim,house
Rua Alfredo Pegado Cortez - Candelï¿½ria  Natal - RN,R$ 1600000,NotFound,4,4,4,2000, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Jardim / Espaco gourmet / Piscina / Espaco verde / Parque / Garagem / Lavanderia / Cozinha / Area de servico / Lareira / Depï¿½sito / Quintal / Ar-condicionado / Interfone / Sistema de alarme / Circuito de Seguranca / Vigia ,Candelaria,house
Candelï¿½ria  Natal - RN,R$ 650000,NotFound,4,1,4,400, Churrasqueira / Cozinha / Quintal / Area de servico ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 650000,NotFound,4,3,NotFound,300,NotFound,Lagoa Nova,house
Lagoa Nova  Natal - RN,R$ 450000,NotFound,5,5,6,390, Cozinha / Interfone / Piscina / Escritï¿½rio / Area de servico ,Lagoa Nova,house
Pitimbu  Natal - RN,R$ 400000,NotFound,4,1,NotFound,420, Cozinha / Lavanderia / Area de servico ,Pitimbu,house
Neopolis  Natal - RN,R$ 450000,NotFound,4,4,NotFound,321,NotFound,Neopolis,house
Rua Coronel Juventino Cabral  1755 - Tirol  Natal - RN,R$ 600000,NotFound,3,1,NotFound,495, Cozinha ,Tirol,house
Capim Macio  Natal - RN,R$ 500000,NotFound,3,4,4,300, Ar-condicionado / Cozinha / Jardim / Lavanderia / Piscina / Escritï¿½rio / Area de servico ,Capim Macio,house
Rua Igaratinga - Neopolis  Natal - RN,R$ 270000,NotFound,3,1,2,140, Quintal / Garagem ,Neopolis,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,2,2,300, Cozinha / Escritï¿½rio / Area de servico ,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 303136,NotFound,2,2,NotFound,78,NotFound,Candelaria,house
Rua Ruth Bezerra Galvï¿½o  300 - Ponta Negra  Natal - RN,R$ 799000,NotFound,5,5,3,248, Mobiliado ,Ponta Negra,house
POTILANDIA  Natal - RN,R$ 500000,NotFound,3,2,2,200, Cozinha / Lavanderia / Area de servico ,POTILANDIA,house
Capim Macio  Natal - RN,R$ 525000,NotFound,4,4,2,214, Ar-condicionado / Cozinha / Interfone / Piscina / Area de servico ,Capim Macio,house
Rua Alcindo Dias de Oliveira  271 - Capim Macio  Natal - RN,R$ 420000,NotFound,3,1,2,146,NotFound,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 250000,NotFound,3,1,2,354, Cozinha / Quintal / Area de servico ,Candelaria,house
Ponta Negra  Natal - RN,R$ 1500000,NotFound,4,NotFound,2,315, Area de servico / Churrasqueira / Quintal / Piscina ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 2300000,NotFound,4,3,6,460, Churrasqueira / Cozinha / Interfone / Piscina / Escritï¿½rio / Area de servico ,Lagoa Nova,house
Rua Carlos Lamas  1500 - Candelï¿½ria  Natal - RN,R$ 720000,NotFound,5,1,3,228, Churrasqueira / Cozinha / Interfone / Piscina / Quintal / Area de servico ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,1,2,200, Cozinha / Lavanderia / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 350000,NotFound,5,3,7,300, Cozinha ,Ponta Negra,house
Planalto  Natal - RN,R$ 200000,NotFound,4,2,NotFound,200, Area de servico ,Planalto,house
Rua Teatrï¿½logo Meira Pires  445 - Capim Macio  Natal - RN,R$ 495000,NotFound,4,6,3,240, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Interfone / Circuito de Seguranca / Churrasqueira / Jardim / Espaco gourmet / Espaco verde / Parque ,Capim Macio,house
Cidade Satelite  Natal - RN,R$ 280000,NotFound,3,1,3,160, Cozinha / Quintal / Area de servico ,Pitimbu,house
Avenida Senador Salgado Filho  3490 - Candelï¿½ria  Natal - RN,R$ 260000,NotFound,3,1,2,NotFound, Area de servico / Cozinha / Quintal ,Candelaria,house
Planalto  Natal - RN,R$ 150000,NotFound,4,2,6,140, Cozinha / Garagem ,Planalto,house
Capim Macio  Natal - RN,R$ 620000,NotFound,3,5,5,230, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Jardim / Sistema de alarme / Piscina para adulto / Piscina ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 900000,NotFound,4,1,6,587, Circuito de Seguranca / Piscina / Jardim / Espaco verde / Parque / Area de servico ,Candelaria,house
Capim Macio  Natal - RN,R$ 600000,NotFound,5,5,3,298, Cozinha / Interfone / Lavanderia / Piscina / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 350000,NotFound,3,3,4,263, Cozinha / Area de servico ,Lagoa Nova,house
Candelï¿½ria  Natal - RN,R$ 600000,NotFound,3,NotFound,7,400,NotFound,Candelaria,house
Alecrim  Natal - RN,R$ 270000,NotFound,4,1,2,180, Cozinha / Quintal / Area de servico ,Alecrim,house
Candelï¿½ria  Natal - RN,R$ 550000,NotFound,3,1,4,320, Cozinha / Lavanderia / Piscina / Area de servico ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 250000,NotFound,3,1,1,108, Cozinha / Lavanderia / Area de servico ,Lagoa Nova,house
Rua Praia do Bessa  2082 - Ponta Negra  Natal - RN,R$ 990000,NotFound,3,2,3,358, Churrasqueira ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 1199000,NotFound,4,1,6,463, Churrasqueira ,Capim Macio,house
Rua Antï¿½nio Madruga  1930 - Capim Macio  Natal - RN,R$ 400000,NotFound,3,NotFound,NotFound,179, Area de servico / Churrasqueira / Cozinha / Espaco verde / Parque / Interfone / Jardim / Mobiliado / Piscina ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 524900,NotFound,6,5,3,340, Cozinha / Area de servico ,Ponta Negra,house
Cidade Satelite  Natal - RN,R$ 750000,NotFound,4,1,3,208, Churrasqueira / Cozinha / Piscina / Quintal / Area de servico ,Pitimbu,house
Rua Historiador Francisco Fausto de Souza  493 - Capim Macio  Natal - RN,R$ 550000,NotFound,4,1,4,210,NotFound,Capim Macio,house
Capim Macio  Natal - RN,R$ 590000,NotFound,3,5,3,260, Churrasqueira / Cozinha / Interfone / Lavanderia / Varanda / Quintal / Area de servico ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 290000,NotFound,3,1,2,240, Cozinha / Area de servico ,Lagoa Nova,house
Barro Vermelho  Natal - RN,R$ 480000,NotFound,3,1,2,472, Cozinha / Lavanderia / Piscina / Area de servico ,Barro Vermelho,house
Candelï¿½ria  Natal - RN,R$ 1300000,NotFound,4,NotFound,6,500,NotFound,Candelaria,house
Quintas  Natal - RN,R$ 200000,NotFound,3,1,1,150, Cozinha / Area de servico ,Quintas,house
Avenida Almirante Alexandrino de Alencar  1266 - Lagoa Seca  Natal - RN,R$ 295000,NotFound,3,1,3,157, Cozinha / Interfone / Area de servico ,Lagoa Seca,house
Rua Almirante Tï¿½rtius Rabï¿½lo  1504 - Lagoa Nova  Natal - RN,R$ 1399000,NotFound,4,3,7,617, Churrasqueira ,Lagoa Nova,house
Ponta Negra  Natal - RN,R$ 2000000,NotFound,12,12,5,485, Mobiliado ,Ponta Negra,house
Lagoa Nova  Natal - RN,R$ 379000,NotFound,3,3,3,180, Cozinha / Interfone / Lavanderia / TV a cabo / Area de servico ,Lagoa Nova,house
Rua Teatrï¿½logo Meira Pires  445 - Capim Macio  Natal - RN,R$ 495000,NotFound,4,1,4,241, Churrasqueira ,Capim Macio,house
Rua do Melro  8032 - Cidade Satelite  Natal - RN,R$ 280000,NotFound,3,1,2,217, Circuito de Seguranca / Cozinha / Quintal / Area de servico ,Pitimbu,house
Rua Peroba - Pitimbu  Natal - RN,R$ 250000,NotFound,4,3,3,160, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Varanda / Garagem / Cozinha / Area de servico / Jardim ,Pitimbu,house
Rua Joaquim Alves - Lagoa Nova  Natal - RN,R$ 750000,NotFound,4,3,6,500, Proximo a shopping / Interfone / Varanda / Churrasqueira / Jardim / Perto de vias de acesso / Ar-condicionado / Sistema de alarme / Quintal / Piscina ,Lagoa Nova,house
Rua Ismael Pereira da Silva  1652 - Capim Macio  Natal - RN,R$ 575000,NotFound,3,1,4,172, Churrasqueira ,Capim Macio,house
