adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Monte Sinai  1820 - Capim Macio  Natal - RN,R$ 549000,NotFound,3,3,2,268, Cozinha / Sistema de alarme / Area de servico ,Capim Macio,house
Dix-sept Rosado  Natal - RN,R$ 290000,NotFound,3,1,3,150, Circuito de Seguranca / Cozinha / Quintal / Jardim / Espaco verde / Parque / Area de servico ,sept Rosado,house
Avenida Capitï¿½o-mor Gouveia - Lagoa Nova  Natal - RN,R$ 350000,NotFound,3,2,NotFound,285, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais ,Lagoa Nova,house
Rua Antï¿½nio Farache - Capim Macio  Natal - RN,R$ 570000,NotFound,3,4,5,223, Garagem / Cozinha / Jardim / Churrasqueira / Espaco gourmet / Piscina / Varanda gourmet ,Capim Macio,house
Planalto  Natal - RN,R$ 115000,NotFound,2,2,2,68, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico ,Planalto,house
Rua Serra do Bujari - Pitimbu  Natal - RN,R$ 250000,NotFound,3,3,1,217, Cozinha / Churrasqueira ,Pitimbu,house
Rua Tuiuti  848 - Petropolis  Natal - RN,R$ 400000,NotFound,6,8,NotFound,NotFound,NotFound,Petropolis,house
Rua Ponta de Serrambi - Ponta Negra  Natal - RN,R$ 380000,NotFound,3,2,2,120, Cozinha / Proximo a shopping ,Ponta Negra,house
Avenida Prudente de Morais  6794 - Candelï¿½ria  Natal - RN,R$ 630000,NotFound,3,2,1,240, Quintal / Area de servico ,Candelaria,house
Rua Vila Verde  55 - Ponta Negra  Natal - RN,R$ 800000,NotFound,4,3,3,350, Proximo a transporte pï¿½blico / Quintal / Mobiliado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Jardim / Piscina / Sistema de alarme / Vigia / Perto de vias de acesso / Varanda ,Ponta Negra,house
Rua Doutor Aurino Fernandes  136 - Lagoa Nova  Natal - RN,R$ 349000,NotFound,5,4,4,250, Churrasqueira / Cozinha / Piscina / Area de servico ,Lagoa Nova,house
Rua Maria de Freitas Barreto  30 - Pitimbu  Natal - RN,R$ 980000,R$ 1.700,5,6,4,420,NotFound,Pitimbu,house
Rua Aldo de Melo Freire  1884 - Capim Macio  Natal - RN,R$ 1290000,NotFound,6,1,4,540, Cozinha / Area de servico ,Capim Macio,house
Rua dos Antï¿½rios  857 - Capim Macio  Natal - RN,R$ 260000,NotFound,3,2,1,105,NotFound,Capim Macio,house
Rua Major Isidoro - Neopolis  Natal - RN,R$ 500000,NotFound,4,2,3,290, Cozinha / Varanda / Churrasqueira / Piscina / Varanda gourmet ,Neopolis,house
Candelï¿½ria  Natal - RN,R$ 550000,NotFound,4,6,4,300, Churrasqueira / Cozinha / Piscina / Lavanderia / Jardim ,Candelaria,house
Neopolis  Natal - RN,R$ 290000,NotFound,3,1,2,240, Cozinha / Lavanderia / Quintal / Area de servico ,Neopolis,house
Rua Praia da Penha  126 - Ponta Negra  Natal - RN,R$ 885000,NotFound,5,4,11,600, Depï¿½sito / Varanda / Jardim / Piscina / Proximo a shopping / Perto de vias de acesso / Interfone / Sistema de alarme / Mobiliado / Quintal ,Ponta Negra,house
Rua Josï¿½ Farache  19 - Lagoa Seca  Natal - RN,R$ 700000,NotFound,3,3,2,160, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Quintal / Varanda / Garagem / Lavanderia / Cozinha / Area de servico / Serviï¿½os pï¿½blicos essenciais ,Lagoa Seca,house
Lagoa Nova  Natal - RN,R$ 420000,NotFound,3,1,3,200, Cozinha / Lavanderia / Quintal / Area de servico ,Lagoa Nova,house
Rua Doutor Manoel Augusto Bezerra de Araï¿½jo - Ponta Negra  Natal - RN,R$ 500000,NotFound,3,1,4,240,NotFound,Ponta Negra,house
Capim Macio  Natal - RN,R$ 329000,NotFound,3,1,2,150, Cozinha / Quintal / Area de servico ,Capim Macio,house
Rua Engenheiro Nelson Bahia - Capim Macio  Natal - RN,R$ 645000,NotFound,5,5,8,280, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Espaco gourmet / Piscina / Ar-condicionado / Quintal / Varanda / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Interfone / Circuito de Seguranca ,Capim Macio,house
Rua da Tilï¿½pia  8 - Ponta Negra  Natal - RN,R$ 550000,NotFound,6,6,4,325, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Varanda / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Espaco verde / Parque ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 350000,NotFound,4,4,3,250, Cozinha / Lavanderia / Area de servico ,Capim Macio,house
Rua Professor Gï¿½rson Dumaresq - Capim Macio  Natal - RN,R$ 500000,R$ 10,4,3,4,450, Churrasqueira / Interfone / Salao de festas / Proximo a shopping / Jardim / Quintal / Ar-condicionado / Perto de vias de acesso / Depï¿½sito / Piscina / Sistema de alarme ,Capim Macio,house
Ponta Negra  Natal - RN,R$ 430000,NotFound,3,2,3,171, Cozinha / Sistema de alarme / Interfone / Garagem / Ar-condicionado / Quintal / Varanda / Jardim ,Ponta Negra,house
Avenida Prudente de Morais  3314 - Candelï¿½ria  Natal - RN,R$ 350000,NotFound,3,1,2,240, Cozinha / Garagem ,Candelaria,house
Lagoa Nova  Natal - RN,R$ 380000,NotFound,3,1,3,220, Churrasqueira / Cozinha / Interfone / Quintal / Area de servico ,Lagoa Nova,house
Rua Murilo Melo  1896 - Lagoa Nova  Natal - RN,R$ 450000,NotFound,3,4,3,390,NotFound,Lagoa Nova,house
Rua Doutor Cussy Jï¿½nior  108 - Lagoa Nova  Natal - RN,R$ 420000,NotFound,5,4,2,37087, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola ,Lagoa Nova,house
Avenida Apucarana  864 - Potengi  Natal - RN,R$ 150000,NotFound,3,2,1,75,NotFound,Potengi,house
Rua Alexandria  1750 - Lagoa Nova  Natal - RN,R$ 265000,NotFound,3,3,2,153, Ar-condicionado / Cozinha / Lavanderia / Quintal / Area de servico ,Lagoa Nova,house
Rua Leonardo Drumond - Lagoa Nova  Natal - RN,R$ 290000,NotFound,4,3,4,300, Quintal / Ar-condicionado / Perto de vias de acesso ,Lagoa Nova,house
Rua Paracati - Planalto  Natal - RN,R$ 150000,NotFound,2,2,2,75,NotFound,Planalto,house
Rua Machado de Assis  1379 - Alecrim  Natal - RN,R$ 350000,NotFound,3,3,NotFound,105,NotFound,Alecrim,house
Ponta Negra  Natal - RN,R$ 300000,NotFound,3,2,2,120, Cozinha / Churrasqueira / Garagem / Ar-condicionado / Quintal / Varanda / Jardim ,Ponta Negra,house
Rua Professor Manoel Vilar  27 - Capim Macio  Natal - RN,R$ 850000,NotFound,6,6,2,460, Churrasqueira / Piscina / Garagem ,Capim Macio,house
Rua Frei Henrique de Coimbra  3414 - Candelï¿½ria  Natal - RN,R$ 409000,NotFound,3,3,4,222, Cozinha / Lavanderia / Escritï¿½rio / Quintal / Area de servico ,Candelaria,house
Rua Presidente Gonï¿½alves  844 - Alecrim  Natal - RN,R$ 400000,NotFound,3,3,1,195, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a shopping / Proximo a escola / Proximo a hospitais / Quintal / Garagem / Cozinha / Lavanderia / Area de servico / Interfone / Sistema de alarme ,Alecrim,house
Planalto  Natal - RN,R$ 175000,R$ 200,2,1,4,85, Churrasqueira / Interfone / Sistema de alarme / Area de servico ,Planalto,house
Rua Doutor Serquiz Farkatt  5 - Barro Vermelho  Natal - RN,R$ 370000,NotFound,3,4,4,170,NotFound,Barro Vermelho,house
Rua Monte Rei - Planalto  Natal - RN,R$ 170000,NotFound,2,2,3,200, Sistema de alarme / Conexï¿½o ï¿½ internet / Area de servico / Depï¿½sito / Interfone / Quintal / TV a cabo / Aceita animais / Cozinha americana ,Planalto,house
Candelï¿½ria  Natal - RN,R$ 350000,NotFound,4,3,3,230, Cozinha / Lavanderia / TV a cabo / Quintal / Area de servico ,Candelaria,house
Avenida Praia de Ponta Negra  89900 - Ponta Negra  Natal - RN,R$ 1300000,NotFound,3,3,4,130, Jardim / Quintal / Perto de vias de acesso / Proximo a shopping ,Ponta Negra,house
Rua Contador Manoel Raimundo de Aguiar - Lagoa Nova  Natal - RN,R$ 950000,NotFound,3,6,6,406, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Jardim / Quintal / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone ,Lagoa Nova,house
Rua Rodolfo Garcia  1991 - Lagoa Nova  Natal - RN,R$ 350000,NotFound,3,3,3,177, Cozinha / Jardim / Lavanderia / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Lagoa Nova,house
Neopolis  Natal - RN,R$ 350000,NotFound,3,1,2,219, Cozinha / Churrasqueira / Piscina / Salao de jogos / Garagem / Condomï¿½nio fechado / Terra / Jardim ,Neopolis,house
Tirol  Natal - RN,R$ 272000,NotFound,3,4,2,187, Proximo a shopping / Perto de vias de acesso ,Tirol,house
Ponta Negra  Natal - RN,R$ 289000,NotFound,3,1,NotFound,70, Perto de vias de acesso / Quintal / Cozinha ,Ponta Negra,house
Rua Porto das Oficinas  8941 - Ponta Negra  Natal - RN,R$ 349000,NotFound,3,2,2,144, Cozinha / Jardim / Lavanderia / Quintal / Area de servico ,Ponta Negra,house
Rua Alexandre Chaves Neto - Lagoa Nova  Natal - RN,R$ 800000,NotFound,4,5,4,450, Cozinha / Varanda / Churrasqueira / Espaco gourmet / Piscina ,Lagoa Nova,house
Neopolis  Natal - RN,R$ 500000,NotFound,3,4,2,200, Cozinha ,Neopolis,house
Rua Santo Antï¿½nio  669 - Cidade Alta  Natal - RN,R$ 170000,NotFound,3,1,1,169, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Cozinha / Garagem / Lavanderia / Quintal / Serviï¿½os pï¿½blicos essenciais ,Cidade Alta,house
Capim Macio  Natal - RN,R$ 495000,NotFound,3,4,4,240, Perto de vias de acesso / Quintal / Garagem / Cozinha / Ar-condicionado / Conexï¿½o ï¿½ internet / Area de servico / Churrasqueira / Interfone ,Capim Macio,house
Rua Maranata  1985 - Planalto  Natal - RN,R$ 170000,NotFound,3,1,1,85, Perto de vias de acesso / Quintal / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Jardim ,Planalto,house
Rua Abï¿½lio Deodato do Nascimento - Nossa Senhora de Nazare  Natal - RN,R$ 350000,NotFound,4,4,4,300, Quintal / Ar-condicionado / Interfone / Perto de vias de acesso / Sistema de alarme / Depï¿½sito ,de Nazare,house
Avenida Prudente de Morais - Candelï¿½ria  Natal - RN,R$ 750000,NotFound,3,3,2,178, Jardim / Proximo a shopping / Perto de vias de acesso ,Candelaria,house
Rua Valï¿½ do Sul  105 - Ponta Negra  Natal - RN,R$ 280000,NotFound,3,2,1,109, Jardim / Quintal / Interfone / Perto de vias de acesso ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 440000,NotFound,3,6,4,357, Churrasqueira / Cozinha / Piscina / Varanda ,Capim Macio,house
Lagoa Nova  Natal - RN,R$ 400000,NotFound,3,1,2,185, Cozinha / Lavanderia / Quintal / Jardim / Espaco verde / Parque ,Lagoa Nova,house
Rua Virgï¿½lio Trindade  3 - Nossa Senhora de Nazare  Natal - RN,R$ 450000,NotFound,6,5,3,300, Varanda / Perto de vias de acesso / Proximo a shopping / Depï¿½sito ,de Nazare,house
Rua Fonseca e Silva - Alecrim  Natal - RN,R$ 230000,NotFound,3,1,1,119, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico ,Alecrim,house
Rua ï¿½rico Verï¿½ssimo  3505 - Candelï¿½ria  Natal - RN,R$ 280000,NotFound,3,3,2,220, Quintal / Proximo a shopping / Depï¿½sito / Perto de vias de acesso ,Candelaria,house
Capim Macio  Natal - RN,R$ 250000,NotFound,3,1,2,85, Cozinha ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 300000,NotFound,3,1,3,130, Cozinha / Quintal / Area de servico ,Candelaria,house
Rua da Pescada - Ponta Negra  Natal - RN,R$ 595000,NotFound,3,3,2,180, Cozinha ,Ponta Negra,house
Alecrim  Natal - RN,R$ 220000,NotFound,3,1,1,100, Cozinha / Quintal / Area de servico ,Alecrim,house
Avenida dos Xavantes  00 - Pitimbu  Natal - RN,R$ 55000,NotFound,2,2,4,70, Perto de vias de acesso ,Pitimbu,house
Rua Professora Ana Djanira - Candelï¿½ria  Natal - RN,R$ 280000,NotFound,3,2,2,140, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a hospitais / Jardim / Proximo a escola / Serviï¿½os pï¿½blicos essenciais / Cozinha / Garagem / Area de servico ,Candelaria,house
Rua Maranata  2295 - Planalto  Natal - RN,R$ 169900,NotFound,2,2,1,68, Piscina / Interfone / Quadra poliesportiva / Perto de vias de acesso / Espaco gourmet / Churrasqueira / Seguranï¿½a 24h / Jardim / Condomï¿½nio fechado ,Planalto,house
Avenida Professor Olavo Montenegro - Capim Macio  Natal - RN,R$ 590000,NotFound,4,5,3,263, Circuito de Seguranca / Ar-condicionado / Mobiliado / Varanda gourmet ,Capim Macio,house
Candelï¿½ria  Natal - RN,R$ 480000,NotFound,3,5,2,188, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Quintal / Jardim / Garagem / Cozinha / Area de servico / Sistema de alarme ,Candelaria,house
Rua Renato Guilherme Kaiser  26 - Capim Macio  Natal - RN,R$ 750000,NotFound,4,5,4,214, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Churrasqueira / Jardim / Espaco gourmet / Proximo a escola / Proximo a hospitais / Varanda / Quintal / Garagem / Cozinha / Lavanderia / Area de servico / Vista exterior / Sistema de alarme / Interfone / Circuito de Seguranca / Serviï¿½os pï¿½blicos essenciais / Cabeamento estruturado ,Capim Macio,house
Rua Josï¿½ Farache - Lagoa Seca  Natal - RN,R$ 650000,NotFound,3,3,2,160, Cozinha / Varanda / Churrasqueira / Proximo a shopping ,Lagoa Seca,house
Rua Francisco Gurgel  8861 - Ponta Negra  Natal - RN,R$ 1600000,NotFound,4,2,4,400, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Quintal / Varanda / Depï¿½sito / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Jardim / Espaco gourmet / Piscina / Piscina para adulto / Piscina infantil / Vista para o mar / Vista para a montanha / Varanda gourmet / Proximo a escola / Proximo a hospitais / Interfone / Churrasqueira ,Ponta Negra,house
Rua Tangarï¿½ da Serra  185 - Nossa Senhora da Apresentaï¿½ï¿½o  Natal - RN,R$ 140000,NotFound,3,2,1,250, Perto de vias de acesso / Varanda / Quintal ,Nossa Senhora da Apresentacao,house
Rua Doutor Abelardo Calafange  1971 - Nova Descoberta  Natal - RN,R$ 370000,NotFound,3,3,2,180, Cozinha / Lavanderia / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Nova Descoberta,house
Rua Missionï¿½rio Joel Carlson  1865 - Capim Macio  Natal - RN,R$ 420000,NotFound,3,5,2,145, Ar-condicionado / Cozinha / Interfone / Lavanderia / Sistema de alarme / TV a cabo / Quintal / Area de servico ,Capim Macio,house
Rua Guilherme Tinoco  1257 - Barro Vermelho  Natal - RN,R$ 499000,NotFound,4,1,4,128, Cozinha / Lavanderia / Area de servico ,Barro Vermelho,house
Rua Navegador Dï¿½lio Otton  685 - Planalto  Natal - RN,R$ 150000,NotFound,3,2,2,170, Cozinha / Lavanderia / Area de servico ,Planalto,house
Capim Macio  Natal - RN,R$ 580000,R$ 400,4,1,2,157, Ar-condicionado / Garagem / Cozinha / Area de servico / Churrasqueira / Piscina / Perto de vias de acesso / Condomï¿½nio fechado ,Capim Macio,house
Avenida Rio Grande do Norte  227 - Ponta Negra  Natal - RN,R$ 50000,NotFound,2,1,NotFound,60, Cozinha ,Ponta Negra,house
Capim Macio  Natal - RN,R$ 800000,NotFound,3,2,2,350, Churrasqueira / Cozinha / Interfone / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Capim Macio,house
Rua Desembargador Hemetï¿½rio Fernandes - Tirol  Natal - RN,R$ 360000,NotFound,3,3,2,184, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Lavanderia / Cozinha / Area de servico / Vista exterior / Quintal / Jardim ,Tirol,house
Avenida Professor Olavo Montenegro - Capim Macio  Natal - RN,R$ 590000,NotFound,4,5,4,263, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Churrasqueira / Jardim / Espaco gourmet / Varanda / Depï¿½sito / Mobiliado / Cabeamento estruturado / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Espaco verde / Parque / Varanda gourmet / Sistema de alarme / Circuito de Seguranca ,Capim Macio,house
Neopolis  Natal - RN,R$ 630000,NotFound,3,4,NotFound,144, Condomï¿½nio fechado ,Neopolis,house
Rua Campo Belo  4902 - Neopolis  Natal - RN,R$ 450000,NotFound,3,4,2,280, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Quintal / Depï¿½sito / Mobiliado / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Interfone / Circuito de Seguranca / Jardim / Espaco gourmet ,Neopolis,house
Rua Curitiba - Potengi  Natal - RN,R$ 400000,NotFound,4,5,4,200, Churrasqueira / Elevador / Piscina / Ar-condicionado / Perto de vias de acesso / Proximo a transporte pï¿½blico ,Potengi,house
Rua da Lagosta  1282 - Ponta Negra  Natal - RN,R$ 500000,NotFound,3,1,4,360, Cozinha / Churrasqueira / Garagem / Varanda / Jardim ,Ponta Negra,house
Rua Nicolï¿½ndia  26 - Pitimbu  Natal - RN,R$ 280000,NotFound,3,2,3,200, Depï¿½sito / Churrasqueira / Ar-condicionado / Quintal / Perto de vias de acesso / Jardim ,Pitimbu,house
Rua Prefeito Sandoval Cavalcante de Albuquerque  3644 - Candelï¿½ria  Natal - RN,R$ 849000,NotFound,3,4,6,563, Churrasqueira / Cozinha / Lavanderia / Piscina / Sistema de alarme / Escritï¿½rio / Quintal / Area de servico ,Candelaria,house
Rua Humberto Monte  1948 - Capim Macio  Natal - RN,R$ 390000,NotFound,3,3,6,160, Cozinha / Lavanderia / Piscina / Sistema de alarme / TV a cabo / Escritï¿½rio / Quintal / Area de servico ,Capim Macio,house
Rua Campo Belo  4902 - Neopolis  Natal - RN,R$ 450000,NotFound,3,4,3,137, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Cozinha / Area de servico / Sistema de alarme / Interfone / Serviï¿½os pï¿½blicos essenciais / Jardim / Proximo a hospitais ,Neopolis,house
Rua Pedro de Ducina  42 - Ponta Negra  Natal - RN,R$ 750000,NotFound,15,15,4,600,NotFound,Ponta Negra,house
Rua Desembargador Jaime Jenner de Aquino  50 - Ponta Negra  Natal - RN,R$ 525000,NotFound,3,5,2,220, Garagem / Cozinha / Mobiliado / Churrasqueira / Varanda gourmet ,Ponta Negra,house
Felipe Camarï¿½o  Natal - RN,R$ 250000,NotFound,3,2,3,336, Cozinha ,Nossa Senhora da Apresentacao,house
Rua Abï¿½lio Deodato do Nascimento  2142 - Nossa Senhora de Nazare  Natal - RN,R$ 375000,NotFound,3,3,2,190,NotFound,de Nazare,house
Lagoa Nova  Natal - RN,R$ 800000,NotFound,3,1,4,380, Churrasqueira / Circuito de Seguranca / Cozinha / Piscina / Quintal / Jardim / Espaco verde / Parque / Area de servico ,Lagoa Nova,house
Rua Trajano Murta - Candelï¿½ria  Natal - RN,R$ 500000,NotFound,3,4,4,180, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Cabeamento estruturado / Conexï¿½o ï¿½ internet / TV a cabo / Garagem / Cozinha / Area de servico / Interfone / Jardim / Serviï¿½os pï¿½blicos essenciais ,Candelaria,house
